id_matricula,id_estudiante,periodo,estado_matricula,fecha_matricula
57,13,2023-1,Matriculado,2023-03-16
58,13,2023-2,Matriculado,2023-08-05
59,13,2024-1,Matriculado,2024-03-21
60,13,2024-2,Matriculado,2024-08-15
61,13,2025-1,Matriculado,2025-03-23
62,13,2025-2,Matriculado,2025-08-14
63,14,2023-2,Matriculado,2023-08-15
64,14,2024-1,Matriculado,2024-03-18
65,14,2024-2,Matriculado,2024-08-13
66,14,2025-1,Matriculado,2025-03-06
67,14,2025-2,Matriculado,2025-08-01
68,15,2023-1,Matriculado,2023-03-24
69,15,2023-2,Matriculado,2023-08-17
70,15,2024-1,Matriculado,2024-03-18
71,15,2024-2,Matriculado,2024-08-02
72,15,2025-1,Matriculado,2025-03-19
73,15,2025-2,Matriculado,2025-08-12
74,16,2023-1,Matriculado,2023-03-16
75,16,2023-2,Matriculado,2023-08-03
76,16,2024-1,Matriculado,2024-03-24
77,16,2024-2,Matriculado,2024-08-25
78,16,2025-1,Matriculado,2025-03-15
79,16,2025-2,Matriculado,2025-08-17
80,17,2023-1,Matriculado,2023-03-03
81,17,2023-2,Matriculado,2023-08-21
82,17,2024-1,Matriculado,2024-03-22
83,17,2024-2,Suspendido,2024-08-21
84,17,2025-1,Matriculado,2025-03-19
85,18,2025-2,Matriculado,2025-08-02
86,19,2023-1,Matriculado,2023-03-18
87,19,2023-2,Matriculado,2023-08-16
88,19,2024-1,Matriculado,2024-03-16
89,19,2024-2,Matriculado,2024-08-11
90,19,2025-1,Matriculado,2025-03-10
91,19,2025-2,Matriculado,2025-08-02
92,20,2024-1,Matriculado,2024-03-20
93,20,2024-2,Matriculado,2024-08-24
94,20,2025-1,Matriculado,2025-03-09
95,20,2025-2,Suspendido,2025-08-16
96,21,2023-2,Matriculado,2023-08-19
97,21,2024-1,Suspendido,2024-03-10
98,21,2024-2,Matriculado,2024-08-20
99,21,2025-1,Suspendido,2025-03-16
100,21,2025-2,Retirado,2025-08-17
101,22,2023-1,Matriculado,2023-03-09
102,22,2023-2,Matriculado,2023-08-20
103,22,2024-1,Matriculado,2024-03-09
104,22,2024-2,Retirado,2024-08-04
105,23,2023-1,Matriculado,2023-03-19
106,23,2023-2,Matriculado,2023-08-22
107,23,2024-1,Matriculado,2024-03-06
108,23,2024-2,Matriculado,2024-08-23
109,24,2024-1,Matriculado,2024-03-06
110,24,2024-2,Matriculado,2024-08-02
111,24,2025-1,Matriculado,2025-03-03
112,24,2025-2,Matriculado,2025-08-20
113,25,2023-1,Matriculado,2023-03-05
114,25,2023-2,Matriculado,2023-08-25
115,25,2024-1,Matriculado,2024-03-25
116,25,2024-2,Matriculado,2024-08-22
117,25,2025-1,Matriculado,2025-03-21
118,25,2025-2,Matriculado,2025-08-19
119,26,2023-1,Matriculado,2023-03-12
120,26,2023-2,Matriculado,2023-08-09
121,26,2024-1,Matriculado,2024-03-04
122,26,2024-2,Matriculado,2024-08-15
123,26,2025-1,Matriculado,2025-03-10
124,26,2025-2,Matriculado,2025-08-25
125,27,2023-2,Matriculado,2023-08-08
126,27,2024-1,Matriculado,2024-03-23
127,27,2024-2,Matriculado,2024-08-09
128,27,2025-1,Matriculado,2025-03-14
129,27,2025-2,Retirado,2025-08-15
130,28,2023-1,Matriculado,2023-03-11
131,28,2023-2,Matriculado,2023-08-22
132,28,2024-1,Matriculado,2024-03-04
133,28,2024-2,Matriculado,2024-08-21
134,28,2025-1,Matriculado,2025-03-14
135,28,2025-2,Matriculado,2025-08-21
136,29,2024-2,Matriculado,2024-08-11
137,29,2025-1,Matriculado,2025-03-04
138,29,2025-2,Matriculado,2025-08-19
139,30,2023-1,Matriculado,2023-03-25
140,30,2023-2,Matriculado,2023-08-08
141,30,2024-1,Matriculado,2024-03-19
142,30,2024-2,Matriculado,2024-08-17
143,30,2025-1,Matriculado,2025-03-23
144,30,2025-2,Matriculado,2025-08-11
145,31,2024-2,Matriculado,2024-08-22
146,31,2025-1,Retirado,2025-03-03
147,32,2023-1,Retirado,2023-03-04
148,33,2025-2,Matriculado,2025-08-22
149,34,2023-1,Matriculado,2023-03-08
150,34,2023-2,Matriculado,2023-08-09
151,34,2024-1,Matriculado,2024-03-01
152,34,2024-2,Matriculado,2024-08-02
153,34,2025-1,Matriculado,2025-03-22
154,34,2025-2,Matriculado,2025-08-07
155,35,2023-1,Matriculado,2023-03-21
156,35,2023-2,Matriculado,2023-08-04
157,35,2024-1,Matriculado,2024-03-20
158,35,2024-2,Matriculado,2024-08-22
159,35,2025-1,Matriculado,2025-03-21
160,35,2025-2,Matriculado,2025-08-06
161,36,2023-1,Matriculado,2023-03-23
162,36,2023-2,Matriculado,2023-08-10
163,36,2024-1,Matriculado,2024-03-03
164,36,2024-2,Matriculado,2024-08-09
165,36,2025-1,Matriculado,2025-03-23
166,36,2025-2,Matriculado,2025-08-25
167,37,2024-1,Matriculado,2024-03-09
168,37,2024-2,Matriculado,2024-08-03
169,37,2025-1,Matriculado,2025-03-02
170,37,2025-2,Matriculado,2025-08-11
171,38,2023-1,Matriculado,2023-03-09
172,38,2023-2,Matriculado,2023-08-09
173,38,2024-1,Matriculado,2024-03-03
174,38,2024-2,Matriculado,2024-08-07
175,38,2025-1,Matriculado,2025-03-06
176,38,2025-2,Matriculado,2025-08-04
177,39,2025-1,Matriculado,2025-03-25
178,39,2025-2,Matriculado,2025-08-20
179,40,2024-1,Matriculado,2024-03-15
180,40,2024-2,Matriculado,2024-08-04
181,40,2025-1,Suspendido,2025-03-03
182,40,2025-2,Matriculado,2025-08-09
183,41,2023-1,Matriculado,2023-03-01
184,41,2023-2,Matriculado,2023-08-05
185,41,2024-1,Matriculado,2024-03-01
186,41,2024-2,Matriculado,2024-08-22
187,41,2025-1,Matriculado,2025-03-05
188,41,2025-2,Matriculado,2025-08-13
189,42,2024-1,Matriculado,2024-03-17
190,42,2024-2,Matriculado,2024-08-25
191,42,2025-1,Matriculado,2025-03-14
192,42,2025-2,Matriculado,2025-08-24
193,43,2024-1,Matriculado,2024-03-03
194,43,2024-2,Matriculado,2024-08-01
195,43,2025-1,Matriculado,2025-03-23
196,43,2025-2,Matriculado,2025-08-16
197,44,2023-1,Matriculado,2023-03-18
198,44,2023-2,Matriculado,2023-08-12
199,44,2024-1,Matriculado,2024-03-10
200,44,2024-2,Matriculado,2024-08-21
201,44,2025-1,Matriculado,2025-03-21
202,44,2025-2,Matriculado,2025-08-18
203,45,2023-2,Matriculado,2023-08-11
204,45,2024-1,Matriculado,2024-03-15
205,45,2024-2,Matriculado,2024-08-10
206,45,2025-1,Matriculado,2025-03-06
207,45,2025-2,Matriculado,2025-08-13
208,46,2023-1,Matriculado,2023-03-10
209,46,2023-2,Matriculado,2023-08-04
210,46,2024-1,Matriculado,2024-03-12
211,46,2024-2,Matriculado,2024-08-21
212,46,2025-1,Matriculado,2025-03-07
213,46,2025-2,Matriculado,2025-08-07
214,47,2025-2,Suspendido,2025-08-19
215,48,2023-1,Matriculado,2023-03-13
216,48,2023-2,Suspendido,2023-08-18
217,48,2024-1,Matriculado,2024-03-16
218,48,2024-2,Matriculado,2024-08-15
219,48,2025-1,Matriculado,2025-03-01
220,48,2025-2,Suspendido,2025-08-02
221,49,2024-1,Matriculado,2024-03-24
222,49,2024-2,Suspendido,2024-08-04
223,49,2025-1,Retirado,2025-03-21
224,50,2023-1,Matriculado,2023-03-15
225,50,2023-2,Matriculado,2023-08-18
226,50,2024-1,Matriculado,2024-03-19
227,50,2024-2,Matriculado,2024-08-03
228,50,2025-1,Suspendido,2025-03-05
229,50,2025-2,Matriculado,2025-08-01
230,51,2023-1,Matriculado,2023-03-20
231,51,2023-2,Suspendido,2023-08-23
232,51,2024-1,Matriculado,2024-03-01
233,51,2024-2,Matriculado,2024-08-02
234,51,2025-1,Matriculado,2025-03-04
235,51,2025-2,Matriculado,2025-08-06
236,52,2023-2,Matriculado,2023-08-03
237,52,2024-1,Matriculado,2024-03-04
238,52,2024-2,Matriculado,2024-08-20
239,52,2025-1,Matriculado,2025-03-08
240,52,2025-2,Matriculado,2025-08-07
241,53,2023-1,Matriculado,2023-03-24
242,53,2023-2,Matriculado,2023-08-11
243,53,2024-1,Matriculado,2024-03-22
244,53,2024-2,Matriculado,2024-08-05
245,53,2025-1,Matriculado,2025-03-07
246,53,2025-2,Matriculado,2025-08-19
247,54,2024-1,Matriculado,2024-03-03
248,54,2024-2,Matriculado,2024-08-05
249,54,2025-1,Matriculado,2025-03-06
250,54,2025-2,Matriculado,2025-08-18
251,55,2023-1,Matriculado,2023-03-08
252,55,2023-2,Matriculado,2023-08-02
253,55,2024-1,Matriculado,2024-03-21
254,55,2024-2,Matriculado,2024-08-25
255,55,2025-1,Matriculado,2025-03-16
256,56,2025-2,Matriculado,2025-08-01
257,57,2023-2,Matriculado,2023-08-03
258,57,2024-1,Matriculado,2024-03-19
259,57,2024-2,Matriculado,2024-08-14
260,57,2025-1,Matriculado,2025-03-25
261,57,2025-2,Matriculado,2025-08-05
262,58,2023-1,Matriculado,2023-03-21
263,58,2023-2,Matriculado,2023-08-15
264,58,2024-1,Matriculado,2024-03-06
265,58,2024-2,Matriculado,2024-08-02
266,58,2025-1,Matriculado,2025-03-23
267,58,2025-2,Matriculado,2025-08-03
268,59,2025-1,Matriculado,2025-03-10
269,59,2025-2,Matriculado,2025-08-01
270,60,2023-1,Matriculado,2023-03-07
271,60,2023-2,Matriculado,2023-08-17
272,60,2024-1,Matriculado,2024-03-20
273,60,2024-2,Matriculado,2024-08-25
274,60,2025-1,Matriculado,2025-03-17
275,60,2025-2,Matriculado,2025-08-25
276,61,2025-2,Matriculado,2025-08-07
277,62,2025-1,Matriculado,2025-03-07
278,62,2025-2,Matriculado,2025-08-05
279,63,2023-1,Matriculado,2023-03-16
280,63,2023-2,Matriculado,2023-08-06
281,63,2024-1,Matriculado,2024-03-02
282,63,2024-2,Suspendido,2024-08-12
283,63,2025-1,Retirado,2025-03-14
284,64,2024-2,Matriculado,2024-08-20
285,64,2025-1,Matriculado,2025-03-25
286,64,2025-2,Matriculado,2025-08-04
287,65,2025-1,Matriculado,2025-03-18
288,65,2025-2,Matriculado,2025-08-01
289,66,2023-1,Matriculado,2023-03-04
290,66,2023-2,Matriculado,2023-08-08
291,66,2024-1,Matriculado,2024-03-19
292,66,2024-2,Matriculado,2024-08-14
293,66,2025-1,Matriculado,2025-03-22
294,66,2025-2,Matriculado,2025-08-08
295,67,2025-2,Matriculado,2025-08-11
296,68,2024-2,Matriculado,2024-08-08
297,68,2025-1,Matriculado,2025-03-07
298,68,2025-2,Matriculado,2025-08-08
299,69,2023-1,Suspendido,2023-03-19
300,69,2023-2,Matriculado,2023-08-14
301,69,2024-1,Matriculado,2024-03-20
302,69,2024-2,Matriculado,2024-08-13
303,69,2025-1,Matriculado,2025-03-15
304,69,2025-2,Matriculado,2025-08-21
305,70,2023-2,Matriculado,2023-08-09
306,70,2024-1,Matriculado,2024-03-05
307,70,2024-2,Suspendido,2024-08-19
308,70,2025-1,Retirado,2025-03-05
309,71,2023-1,Matriculado,2023-03-15
310,71,2023-2,Matriculado,2023-08-06
311,71,2024-1,Matriculado,2024-03-08
312,71,2024-2,Matriculado,2024-08-20
313,71,2025-1,Matriculado,2025-03-21
314,71,2025-2,Matriculado,2025-08-06
315,72,2024-1,Matriculado,2024-03-18
316,72,2024-2,Matriculado,2024-08-03
317,72,2025-1,Matriculado,2025-03-17
318,72,2025-2,Matriculado,2025-08-07
319,73,2023-1,Matriculado,2023-03-15
320,73,2023-2,Matriculado,2023-08-24
321,73,2024-1,Matriculado,2024-03-08
322,73,2024-2,Matriculado,2024-08-14
323,73,2025-1,Matriculado,2025-03-19
324,73,2025-2,Matriculado,2025-08-19
325,74,2024-2,Matriculado,2024-08-14
326,74,2025-1,Matriculado,2025-03-02
327,74,2025-2,Matriculado,2025-08-24
328,75,2023-2,Matriculado,2023-08-02
329,75,2024-1,Matriculado,2024-03-13
330,75,2024-2,Matriculado,2024-08-23
331,75,2025-1,Matriculado,2025-03-15
332,75,2025-2,Matriculado,2025-08-03
333,76,2023-1,Matriculado,2023-03-01
334,76,2023-2,Matriculado,2023-08-14
335,76,2024-1,Matriculado,2024-03-05
336,76,2024-2,Matriculado,2024-08-08
337,76,2025-1,Matriculado,2025-03-03
338,76,2025-2,Retirado,2025-08-22
339,77,2023-2,Matriculado,2023-08-23
340,77,2024-1,Matriculado,2024-03-19
341,77,2024-2,Matriculado,2024-08-01
342,77,2025-1,Matriculado,2025-03-15
343,77,2025-2,Matriculado,2025-08-23
344,78,2025-2,Matriculado,2025-08-12
345,79,2023-1,Matriculado,2023-03-23
346,79,2023-2,Matriculado,2023-08-21
347,79,2024-1,Matriculado,2024-03-23
348,79,2024-2,Matriculado,2024-08-02
349,79,2025-1,Matriculado,2025-03-25
350,79,2025-2,Matriculado,2025-08-20
351,80,2025-2,Matriculado,2025-08-07
352,81,2023-1,Matriculado,2023-03-03
353,81,2023-2,Matriculado,2023-08-11
354,81,2024-1,Matriculado,2024-03-02
355,81,2024-2,Matriculado,2024-08-22
356,81,2025-1,Matriculado,2025-03-02
357,81,2025-2,Matriculado,2025-08-12
358,82,2023-1,Matriculado,2023-03-02
359,82,2023-2,Matriculado,2023-08-06
360,82,2024-1,Matriculado,2024-03-23
361,82,2024-2,Matriculado,2024-08-23
362,82,2025-1,Matriculado,2025-03-05
363,82,2025-2,Matriculado,2025-08-08
364,83,2024-1,Matriculado,2024-03-21
365,83,2024-2,Matriculado,2024-08-25
366,83,2025-1,Matriculado,2025-03-23
367,83,2025-2,Matriculado,2025-08-24
368,84,2024-2,Matriculado,2024-08-11
369,84,2025-1,Matriculado,2025-03-09
370,84,2025-2,Matriculado,2025-08-14
371,85,2023-2,Matriculado,2023-08-03
372,85,2024-1,Matriculado,2024-03-15
373,85,2024-2,Matriculado,2024-08-17
374,85,2025-1,Matriculado,2025-03-16
375,85,2025-2,Matriculado,2025-08-22
376,86,2023-2,Matriculado,2023-08-10
377,86,2024-1,Matriculado,2024-03-12
378,86,2024-2,Matriculado,2024-08-23
379,86,2025-1,Matriculado,2025-03-03
380,86,2025-2,Matriculado,2025-08-15
381,87,2023-2,Matriculado,2023-08-13
382,87,2024-1,Matriculado,2024-03-10
383,87,2024-2,Matriculado,2024-08-03
384,87,2025-1,Matriculado,2025-03-09
385,87,2025-2,Matriculado,2025-08-05
386,88,2023-1,Matriculado,2023-03-07
387,88,2023-2,Matriculado,2023-08-21
388,88,2024-1,Suspendido,2024-03-14
389,88,2024-2,Suspendido,2024-08-18
390,88,2025-1,Suspendido,2025-03-16
391,88,2025-2,Matriculado,2025-08-15
392,89,2023-1,Matriculado,2023-03-01
393,89,2023-2,Matriculado,2023-08-03
394,89,2024-1,Suspendido,2024-03-08
395,89,2024-2,Suspendido,2024-08-17
396,89,2025-1,Matriculado,2025-03-14
397,89,2025-2,Matriculado,2025-08-21
398,90,2024-2,Matriculado,2024-08-11
399,90,2025-1,Matriculado,2025-03-22
400,90,2025-2,Matriculado,2025-08-18
401,91,2024-2,Matriculado,2024-08-10
402,91,2025-1,Matriculado,2025-03-10
403,91,2025-2,Matriculado,2025-08-09
404,92,2023-1,Matriculado,2023-03-12
405,92,2023-2,Matriculado,2023-08-25
406,92,2024-1,Matriculado,2024-03-05
407,92,2024-2,Matriculado,2024-08-15
408,92,2025-1,Matriculado,2025-03-20
409,92,2025-2,Matriculado,2025-08-23
410,93,2023-1,Matriculado,2023-03-06
411,93,2023-2,Matriculado,2023-08-23
412,93,2024-1,Matriculado,2024-03-22
413,93,2024-2,Matriculado,2024-08-06
414,93,2025-1,Matriculado,2025-03-02
415,93,2025-2,Matriculado,2025-08-19
416,94,2025-2,Matriculado,2025-08-09
417,95,2024-1,Matriculado,2024-03-07
418,95,2024-2,Matriculado,2024-08-02
419,95,2025-1,Matriculado,2025-03-12
420,95,2025-2,Matriculado,2025-08-15
421,96,2023-1,Matriculado,2023-03-06
422,96,2023-2,Matriculado,2023-08-04
423,96,2024-1,Matriculado,2024-03-13
424,96,2024-2,Matriculado,2024-08-25
425,96,2025-1,Matriculado,2025-03-15
426,96,2025-2,Matriculado,2025-08-05
427,97,2024-2,Retirado,2024-08-24
428,98,2023-1,Matriculado,2023-03-17
429,98,2023-2,Matriculado,2023-08-23
430,98,2024-1,Matriculado,2024-03-10
431,98,2024-2,Matriculado,2024-08-25
432,98,2025-1,Matriculado,2025-03-19
433,98,2025-2,Matriculado,2025-08-19
434,99,2023-1,Matriculado,2023-03-15
435,99,2023-2,Matriculado,2023-08-04
436,99,2024-1,Matriculado,2024-03-02
437,99,2024-2,Matriculado,2024-08-18
438,99,2025-1,Matriculado,2025-03-01
439,99,2025-2,Matriculado,2025-08-08
440,100,2023-1,Matriculado,2023-03-03
441,100,2023-2,Matriculado,2023-08-20
442,100,2024-1,Matriculado,2024-03-19
443,100,2024-2,Matriculado,2024-08-25
444,100,2025-1,Matriculado,2025-03-01
445,100,2025-2,Matriculado,2025-08-15
446,101,2023-1,Matriculado,2023-03-03
447,101,2023-2,Matriculado,2023-08-13
448,101,2024-1,Matriculado,2024-03-11
449,101,2024-2,Matriculado,2024-08-17
450,101,2025-1,Matriculado,2025-03-22
451,101,2025-2,Matriculado,2025-08-05
452,102,2023-1,Matriculado,2023-03-14
453,102,2023-2,Matriculado,2023-08-12
454,102,2024-1,Suspendido,2024-03-12
455,102,2024-2,Matriculado,2024-08-15
456,102,2025-1,Matriculado,2025-03-03
457,102,2025-2,Matriculado,2025-08-15
458,103,2023-1,Matriculado,2023-03-14
459,103,2023-2,Matriculado,2023-08-10
460,103,2024-1,Matriculado,2024-03-24
461,103,2024-2,Matriculado,2024-08-14
462,103,2025-1,Matriculado,2025-03-14
463,103,2025-2,Matriculado,2025-08-19
464,104,2023-1,Matriculado,2023-03-05
465,104,2023-2,Matriculado,2023-08-16
466,104,2024-1,Matriculado,2024-03-17
467,104,2024-2,Matriculado,2024-08-03
468,104,2025-1,Matriculado,2025-03-19
469,104,2025-2,Matriculado,2025-08-03
470,105,2024-2,Retirado,2024-08-21
471,106,2024-2,Matriculado,2024-08-14
472,106,2025-1,Matriculado,2025-03-15
473,106,2025-2,Matriculado,2025-08-25
474,107,2025-2,Matriculado,2025-08-07
475,108,2023-1,Matriculado,2023-03-13
476,108,2023-2,Matriculado,2023-08-16
477,108,2024-1,Suspendido,2024-03-10
478,108,2024-2,Matriculado,2024-08-10
479,108,2025-1,Matriculado,2025-03-24
480,108,2025-2,Matriculado,2025-08-01
481,109,2025-1,Matriculado,2025-03-05
482,109,2025-2,Matriculado,2025-08-21
483,110,2023-1,Matriculado,2023-03-16
484,110,2023-2,Matriculado,2023-08-22
485,110,2024-1,Matriculado,2024-03-14
486,110,2024-2,Matriculado,2024-08-23
487,110,2025-1,Matriculado,2025-03-01
488,110,2025-2,Matriculado,2025-08-09
489,111,2023-1,Matriculado,2023-03-03
490,111,2023-2,Matriculado,2023-08-12
491,111,2024-1,Matriculado,2024-03-19
492,111,2024-2,Matriculado,2024-08-09
493,111,2025-1,Matriculado,2025-03-16
494,112,2023-1,Matriculado,2023-03-04
495,112,2023-2,Matriculado,2023-08-24
496,112,2024-1,Matriculado,2024-03-09
497,112,2024-2,Matriculado,2024-08-02
498,112,2025-1,Matriculado,2025-03-15
499,112,2025-2,Matriculado,2025-08-05
500,113,2023-1,Matriculado,2023-03-02
501,113,2023-2,Matriculado,2023-08-14
502,113,2024-1,Matriculado,2024-03-12
503,113,2024-2,Matriculado,2024-08-10
504,114,2025-2,Matriculado,2025-08-03
505,115,2023-1,Matriculado,2023-03-25
506,115,2023-2,Matriculado,2023-08-25
507,115,2024-1,Matriculado,2024-03-25
508,115,2024-2,Matriculado,2024-08-11
509,115,2025-1,Matriculado,2025-03-22
510,115,2025-2,Matriculado,2025-08-09
511,116,2023-1,Matriculado,2023-03-23
512,116,2023-2,Matriculado,2023-08-18
513,116,2024-1,Matriculado,2024-03-05
514,116,2024-2,Retirado,2024-08-17
515,117,2023-1,Matriculado,2023-03-25
516,117,2023-2,Matriculado,2023-08-11
517,117,2024-1,Matriculado,2024-03-06
518,117,2024-2,Matriculado,2024-08-05
519,117,2025-1,Matriculado,2025-03-07
520,117,2025-2,Matriculado,2025-08-18
521,118,2023-1,Matriculado,2023-03-17
522,118,2023-2,Matriculado,2023-08-23
523,118,2024-1,Matriculado,2024-03-25
524,118,2024-2,Matriculado,2024-08-14
525,118,2025-1,Matriculado,2025-03-03
526,119,2023-1,Matriculado,2023-03-05
527,119,2023-2,Matriculado,2023-08-16
528,119,2024-1,Matriculado,2024-03-23
529,119,2024-2,Matriculado,2024-08-15
530,119,2025-1,Matriculado,2025-03-20
531,119,2025-2,Matriculado,2025-08-11
532,120,2023-2,Matriculado,2023-08-10
533,120,2024-1,Suspendido,2024-03-04
534,120,2024-2,Retirado,2024-08-23
535,121,2025-1,Matriculado,2025-03-08
536,121,2025-2,Matriculado,2025-08-07
537,122,2023-2,Matriculado,2023-08-03
538,122,2024-1,Matriculado,2024-03-25
539,122,2024-2,Matriculado,2024-08-03
540,122,2025-1,Suspendido,2025-03-16
541,122,2025-2,Matriculado,2025-08-02
542,123,2023-1,Matriculado,2023-03-02
543,123,2023-2,Matriculado,2023-08-17
544,123,2024-1,Matriculado,2024-03-16
545,123,2024-2,Matriculado,2024-08-09
546,123,2025-1,Suspendido,2025-03-10
547,123,2025-2,Matriculado,2025-08-25
548,124,2023-1,Matriculado,2023-03-04
549,124,2023-2,Matriculado,2023-08-07
550,124,2024-1,Matriculado,2024-03-07
551,124,2024-2,Matriculado,2024-08-12
552,124,2025-1,Suspendido,2025-03-05
553,124,2025-2,Suspendido,2025-08-09
554,125,2024-1,Matriculado,2024-03-12
555,125,2024-2,Matriculado,2024-08-17
556,125,2025-1,Matriculado,2025-03-20
557,125,2025-2,Matriculado,2025-08-19
558,126,2024-2,Matriculado,2024-08-19
559,126,2025-1,Matriculado,2025-03-17
560,126,2025-2,Matriculado,2025-08-07
561,127,2023-1,Matriculado,2023-03-06
562,127,2023-2,Matriculado,2023-08-18
563,127,2024-1,Retirado,2024-03-24
564,128,2023-1,Matriculado,2023-03-07
565,128,2023-2,Matriculado,2023-08-23
566,128,2024-1,Matriculado,2024-03-23
567,128,2024-2,Matriculado,2024-08-15
568,128,2025-1,Matriculado,2025-03-04
569,128,2025-2,Matriculado,2025-08-12
570,129,2024-2,Matriculado,2024-08-14
571,129,2025-1,Matriculado,2025-03-08
572,129,2025-2,Matriculado,2025-08-25
573,130,2025-1,Matriculado,2025-03-04
574,130,2025-2,Matriculado,2025-08-17
575,131,2023-1,Matriculado,2023-03-25
576,131,2023-2,Matriculado,2023-08-10
577,131,2024-1,Matriculado,2024-03-02
578,131,2024-2,Matriculado,2024-08-16
579,131,2025-1,Matriculado,2025-03-10
580,131,2025-2,Matriculado,2025-08-24
581,132,2023-2,Matriculado,2023-08-15
582,132,2024-1,Matriculado,2024-03-14
583,132,2024-2,Matriculado,2024-08-14
584,132,2025-1,Matriculado,2025-03-03
585,132,2025-2,Matriculado,2025-08-16
586,133,2023-1,Matriculado,2023-03-12
587,133,2023-2,Matriculado,2023-08-22
588,133,2024-1,Matriculado,2024-03-04
589,133,2024-2,Matriculado,2024-08-17
590,133,2025-1,Matriculado,2025-03-03
591,133,2025-2,Matriculado,2025-08-13
592,134,2024-2,Matriculado,2024-08-19
593,134,2025-1,Matriculado,2025-03-24
594,134,2025-2,Matriculado,2025-08-06
595,135,2023-1,Matriculado,2023-03-07
596,135,2023-2,Matriculado,2023-08-20
597,135,2024-1,Matriculado,2024-03-13
598,135,2024-2,Matriculado,2024-08-14
599,135,2025-1,Matriculado,2025-03-09
600,135,2025-2,Matriculado,2025-08-25
601,136,2023-2,Matriculado,2023-08-09
602,136,2024-1,Matriculado,2024-03-21
603,136,2024-2,Matriculado,2024-08-12
604,136,2025-1,Matriculado,2025-03-20
605,136,2025-2,Matriculado,2025-08-16
606,137,2024-2,Matriculado,2024-08-05
607,137,2025-1,Matriculado,2025-03-04
608,137,2025-2,Matriculado,2025-08-16
609,138,2023-1,Matriculado,2023-03-21
610,138,2023-2,Matriculado,2023-08-01
611,138,2024-1,Matriculado,2024-03-02
612,138,2024-2,Matriculado,2024-08-16
613,138,2025-1,Matriculado,2025-03-06
614,138,2025-2,Matriculado,2025-08-22
615,139,2024-2,Matriculado,2024-08-10
616,139,2025-1,Matriculado,2025-03-04
617,139,2025-2,Matriculado,2025-08-22
618,140,2023-1,Matriculado,2023-03-25
619,140,2023-2,Matriculado,2023-08-15
620,140,2024-1,Matriculado,2024-03-22
621,140,2024-2,Matriculado,2024-08-17
622,140,2025-1,Matriculado,2025-03-11
623,140,2025-2,Matriculado,2025-08-18
624,141,2024-1,Matriculado,2024-03-25
625,141,2024-2,Suspendido,2024-08-14
626,141,2025-1,Suspendido,2025-03-04
627,141,2025-2,Matriculado,2025-08-11
628,142,2023-1,Matriculado,2023-03-15
629,142,2023-2,Matriculado,2023-08-02
630,142,2024-1,Matriculado,2024-03-22
631,142,2024-2,Matriculado,2024-08-10
632,142,2025-1,Matriculado,2025-03-06
633,142,2025-2,Matriculado,2025-08-05
634,143,2024-2,Matriculado,2024-08-13
