id_nota,id_estudiante,id_asignatura,periodo,nota_final,estado_aprobacion
127,6,56,2024-1,3.6,Reprobado
128,6,57,2024-1,4.4,Aprobado
129,6,58,2024-2,4.2,Aprobado
130,6,59,2024-2,3.9,Reprobado
131,6,60,2024-2,2.9,Reprobado
132,6,61,2024-2,4.6,Aprobado
133,6,62,2024-2,4.1,Aprobado
134,6,63,2024-2,3.4,Reprobado
135,6,64,2025-1,3.3,Reprobado
136,6,65,2025-1,3.8,Reprobado
137,6,66,2025-1,3.6,Reprobado
138,6,67,2025-1,4.1,Aprobado
139,6,68,2025-1,2.2,Reprobado
140,6,69,2025-1,3.5,Reprobado
141,6,70,2025-2,3.9,Reprobado
142,6,71,2025-2,4.6,Aprobado
143,6,72,2025-2,5.4,Aprobado
144,6,73,2025-2,4.0,Aprobado
145,7,158,2025-1,2.3,Reprobado
146,7,159,2025-1,3.5,Reprobado
147,7,160,2025-1,3.1,Reprobado
148,7,161,2025-1,2.8,Reprobado
149,7,162,2025-2,4.1,Aprobado
150,7,163,2025-2,3.1,Reprobado
151,7,164,2025-2,2.0,Reprobado
152,7,165,2025-2,2.5,Reprobado
153,7,166,2025-2,2.5,Reprobado
154,8,162,2023-1,5.2,Aprobado
155,8,163,2023-1,5.2,Aprobado
156,8,164,2023-1,4.1,Aprobado
157,8,165,2023-1,5.5,Aprobado
158,8,166,2023-1,5.0,Aprobado
159,8,167,2023-2,5.0,Aprobado
160,8,168,2023-2,4.2,Aprobado
161,8,169,2023-2,5.5,Aprobado
162,8,170,2023-2,5.5,Aprobado
163,8,171,2023-2,4.4,Aprobado
164,8,172,2023-2,5.0,Aprobado
165,8,173,2024-1,4.4,Aprobado
166,8,174,2024-1,5.2,Aprobado
167,8,175,2024-1,3.8,Reprobado
168,8,176,2024-1,5.5,Aprobado
169,8,177,2024-1,4.8,Aprobado
170,8,178,2024-1,5.7,Aprobado
171,8,179,2024-2,5.0,Aprobado
172,8,180,2024-2,5.9,Aprobado
173,8,181,2024-2,4.7,Aprobado
174,8,182,2024-2,4.5,Aprobado
175,8,183,2024-2,4.3,Aprobado
176,9,266,2025-1,4.8,Aprobado
177,9,267,2025-1,4.4,Aprobado
178,9,268,2025-1,4.6,Aprobado
179,9,269,2025-1,4.1,Aprobado
180,9,270,2025-1,5.0,Aprobado
181,9,271,2025-2,4.6,Aprobado
182,9,272,2025-2,5.6,Aprobado
183,9,273,2025-2,4.4,Aprobado
184,9,274,2025-2,4.4,Aprobado
185,10,285,2023-1,4.8,Aprobado
186,10,286,2023-1,5.7,Aprobado
187,10,287,2023-1,4.2,Aprobado
188,10,288,2023-1,5.9,Aprobado
189,10,289,2023-1,4.4,Aprobado
190,10,290,2023-2,4.6,Aprobado
191,10,291,2023-2,5.5,Aprobado
192,10,292,2023-2,4.3,Aprobado
193,10,293,2023-2,3.7,Reprobado
194,10,294,2023-2,4.3,Aprobado
195,10,295,2024-1,5.2,Aprobado
196,10,296,2024-1,5.2,Aprobado
197,10,297,2024-1,3.9,Reprobado
198,10,298,2024-1,3.8,Reprobado
199,10,299,2024-1,2.5,Reprobado
200,10,300,2024-2,4.5,Aprobado
201,10,301,2024-2,5.2,Aprobado
202,10,302,2024-2,5.8,Aprobado
203,10,303,2024-2,3.9,Reprobado
204,10,304,2024-2,3.1,Reprobado
205,10,305,2024-2,4.0,Aprobado
206,10,306,2025-1,4.1,Aprobado
207,10,307,2025-1,8.0,Aprobado
208,10,308,2025-1,5.5,Aprobado
209,10,309,2025-1,4.8,Aprobado
210,10,310,2025-1,3.8,Reprobado
211,10,311,2025-2,4.3,Aprobado
212,10,312,2025-2,3.9,Reprobado
213,10,313,2025-2,3.4,Reprobado
214,10,314,2025-2,4.3,Aprobado
215,10,315,2025-2,4.7,Aprobado
216,10,316,2025-2,4.5,Aprobado
217,11,107,2023-1,6.7,Aprobado
218,11,108,2023-1,6.1,Aprobado
219,11,109,2023-1,5.6,Aprobado
220,11,110,2023-1,6.3,Aprobado
221,11,111,2023-2,6.4,Aprobado
222,11,112,2023-2,5.6,Aprobado
223,11,113,2023-2,6.6,Aprobado
224,11,114,2023-2,5.4,Aprobado
225,11,115,2024-1,5.2,Aprobado
226,11,116,2024-1,6.7,Aprobado
227,11,117,2024-1,5.5,Aprobado
228,11,118,2024-1,5.7,Aprobado
229,11,119,2024-1,5.2,Aprobado
230,11,120,2024-2,6.8,Aprobado
231,11,121,2024-2,6.1,Aprobado
232,11,122,2024-2,6.4,Aprobado
233,11,123,2024-2,5.7,Aprobado
234,11,124,2025-1,5.4,Aprobado
235,11,125,2025-1,6.2,Aprobado
236,11,126,2025-1,6.6,Aprobado
237,11,127,2025-1,6.2,Aprobado
238,11,128,2025-1,6.4,Aprobado
239,11,129,2025-1,7.0,Aprobado
240,11,130,2025-2,6.1,Aprobado
241,11,131,2025-2,0.2,Reprobado
242,11,132,2025-2,6.6,Aprobado
243,11,133,2025-2,5.6,Aprobado
244,11,134,2025-2,6.7,Aprobado
245,12,210,2024-1,4.2,Aprobado
246,12,211,2024-1,4.7,Aprobado
247,12,212,2024-1,3.9,Reprobado
248,12,213,2024-1,4.2,Aprobado
249,12,214,2024-1,4.9,Aprobado
250,12,215,2024-2,5.0,Aprobado
251,12,216,2024-2,4.7,Aprobado
252,12,217,2024-2,5.8,Aprobado
253,12,218,2024-2,5.9,Aprobado
254,12,219,2025-1,6.2,Aprobado
255,12,220,2025-1,4.1,Aprobado
256,12,221,2025-1,5.0,Aprobado
257,12,222,2025-1,4.7,Aprobado
258,12,223,2025-1,4.3,Aprobado
259,12,224,2025-2,4.6,Aprobado
260,12,225,2025-2,5.0,Aprobado
261,12,226,2025-2,4.4,Aprobado
262,12,227,2025-2,5.3,Aprobado
263,13,279,2023-1,5.4,Aprobado
264,13,280,2023-1,5.4,Aprobado
265,13,281,2023-1,5.7,Aprobado
266,13,282,2023-1,5.3,Aprobado
267,13,283,2023-1,4.8,Aprobado
268,13,284,2023-1,4.8,Aprobado
269,13,285,2023-2,4.4,Aprobado
270,13,286,2023-2,5.4,Aprobado
271,13,287,2023-2,7.5,Aprobado
272,13,288,2023-2,5.9,Aprobado
273,13,289,2023-2,5.2,Aprobado
274,13,290,2024-1,4.8,Aprobado
275,13,291,2024-1,5.6,Aprobado
276,13,292,2024-1,4.9,Aprobado
277,13,293,2024-1,5.1,Aprobado
278,13,294,2024-1,5.5,Aprobado
279,13,295,2024-2,4.6,Aprobado
280,13,296,2024-2,4.7,Aprobado
281,13,297,2024-2,4.9,Aprobado
282,13,298,2024-2,4.2,Aprobado
283,13,299,2024-2,5.2,Aprobado
284,13,300,2025-1,4.6,Aprobado
285,13,301,2025-1,4.9,Aprobado
286,13,302,2025-1,5.2,Aprobado
287,13,303,2025-1,5.3,Aprobado
288,13,304,2025-1,4.9,Aprobado
289,13,305,2025-1,4.6,Aprobado
290,13,306,2025-2,5.5,Aprobado
291,13,307,2025-2,5.2,Aprobado
292,13,308,2025-2,5.0,Aprobado
293,13,309,2025-2,4.4,Aprobado
294,13,310,2025-2,5.9,Aprobado
295,14,266,2023-2,4.9,Aprobado
296,14,267,2023-2,4.4,Aprobado
297,14,268,2023-2,4.5,Aprobado
298,14,269,2023-2,5.3,Aprobado
299,14,270,2023-2,5.3,Aprobado
300,14,271,2024-1,4.4,Aprobado
301,14,272,2024-1,5.9,Aprobado
302,14,273,2024-1,4.8,Aprobado
303,14,274,2024-1,5.8,Aprobado
304,14,275,2024-2,4.5,Aprobado
305,14,276,2024-2,4.3,Aprobado
306,14,277,2024-2,4.8,Aprobado
307,14,278,2024-2,3.8,Reprobado
308,14,279,2025-1,6.2,Aprobado
309,14,280,2025-1,6.0,Aprobado
310,14,281,2025-1,6.0,Aprobado
311,14,282,2025-1,5.3,Aprobado
312,14,283,2025-1,4.9,Aprobado
313,14,284,2025-1,5.3,Aprobado
314,14,285,2025-2,5.2,Aprobado
315,14,286,2025-2,4.6,Aprobado
316,14,287,2025-2,5.4,Aprobado
317,14,288,2025-2,4.8,Aprobado
318,14,289,2025-2,4.7,Aprobado
319,15,279,2023-1,5.4,Aprobado
320,15,280,2023-1,6.5,Aprobado
321,15,281,2023-1,6.8,Aprobado
322,15,282,2023-1,5.2,Aprobado
323,15,283,2023-1,5.6,Aprobado
324,15,284,2023-1,5.4,Aprobado
325,15,285,2023-2,6.0,Aprobado
326,15,286,2023-2,5.6,Aprobado
327,15,287,2023-2,5.9,Aprobado
328,15,288,2023-2,5.9,Aprobado
329,15,289,2023-2,5.3,Aprobado
330,15,290,2024-1,6.1,Aprobado
331,15,291,2024-1,5.3,Aprobado
332,15,292,2024-1,5.5,Aprobado
333,15,293,2024-1,6.2,Aprobado
334,15,294,2024-1,5.2,Aprobado
335,15,295,2024-2,6.8,Aprobado
336,15,296,2024-2,6.5,Aprobado
337,15,297,2024-2,6.3,Aprobado
338,15,298,2024-2,6.8,Aprobado
339,15,299,2024-2,6.0,Aprobado
340,15,300,2025-1,6.3,Aprobado
341,15,301,2025-1,5.4,Aprobado
342,15,302,2025-1,6.1,Aprobado
343,15,303,2025-1,5.5,Aprobado
344,15,304,2025-1,6.5,Aprobado
345,15,305,2025-1,4.4,Aprobado
346,15,306,2025-2,5.9,Aprobado
347,15,307,2025-2,6.0,Aprobado
348,15,308,2025-2,5.3,Aprobado
349,15,309,2025-2,5.5,Aprobado
350,15,310,2025-2,6.1,Aprobado
351,16,162,2023-1,3.7,Reprobado
352,16,163,2023-1,5.0,Aprobado
353,16,164,2023-1,3.9,Reprobado
354,16,165,2023-1,4.2,Aprobado
355,16,166,2023-1,5.3,Aprobado
356,956931,167,2023-2,4.0,Aprobado
357,16,168,2023-2,3.1,Reprobado
358,16,169,2023-2,4.6,Aprobado
359,16,170,2023-2,4.4,Aprobado
360,16,171,2023-2,4.1,Aprobado
361,16,172,2023-2,3.9,Reprobado
362,16,173,2024-1,3.5,Reprobado
363,16,174,2024-1,3.8,Reprobado
364,16,175,2024-1,3.8,Reprobado
365,16,176,2024-1,4.3,Aprobado
366,16,177,2024-1,4.0,Aprobado
367,16,178,2024-1,3.7,Reprobado
368,16,179,2024-2,4.7,Aprobado
369,16,180,2024-2,5.1,Aprobado
370,16,181,2024-2,4.6,Aprobado
371,16,182,2024-2,3.9,Reprobado
372,16,183,2024-2,5.2,Aprobado
373,16,184,2025-1,3.8,Reprobado
374,16,185,2025-1,4.2,Aprobado
375,16,186,2025-1,5.1,Aprobado
376,16,187,2025-1,4.7,Aprobado
377,16,188,2025-1,4.9,Aprobado
378,16,189,2025-2,4.8,Aprobado
379,16,190,2025-2,2.7,Reprobado
380,16,191,2025-2,4.0,Aprobado
381,16,192,2025-2,3.5,Reprobado
382,17,29,2023-1,4.0,Aprobado
383,17,30,2023-1,4.2,Aprobado
384,17,31,2023-1,4.5,Aprobado
385,17,32,2023-1,3.9,Reprobado
386,17,33,2023-2,4.5,Aprobado
387,17,34,2023-2,5.7,Aprobado
388,17,35,2023-2,5.5,Aprobado
389,17,36,2023-2,4.8,Aprobado
390,17,37,2023-2,3.4,Reprobado
391,17,38,2023-2,4.1,Aprobado
392,17,39,2024-1,4.2,Aprobado
393,17,40,2024-1,5.3,Aprobado
394,17,41,2024-1,4.3,Aprobado
395,17,42,2024-1,4.1,Aprobado
396,17,43,2024-1,3.1,Reprobado
397,17,44,2025-1,5.0,Aprobado
398,17,45,2025-1,6.0,Aprobado
399,17,46,2025-1,5.2,Aprobado
400,17,47,2025-1,4.4,Aprobado
401,18,1,2025-2,4.9,Aprobado
402,18,2,2025-2,4.6,Aprobado
403,18,3,2025-2,4.6,Aprobado
404,18,4,2025-2,6.1,Aprobado
405,18,5,2025-2,3.7,Reprobado
406,18,6,2025-2,4.5,Aprobado
407,19,99,2023-1,5.3,Aprobado
408,19,100,2023-1,5.9,Aprobado
409,19,101,2023-1,5.8,Aprobado
410,19,102,2023-1,5.3,Aprobado
411,19,103,2023-2,6.4,Aprobado
412,19,104,2023-2,4.8,Aprobado
413,19,105,2023-2,5.5,Aprobado
414,19,106,2023-2,5.2,Aprobado
415,19,107,2024-1,6.6,Aprobado
416,19,108,2024-1,6.4,Aprobado
417,19,109,2024-1,5.4,Aprobado
418,19,110,2024-1,6.3,Aprobado
419,19,111,2024-2,5.9,Aprobado
420,19,112,2024-2,5.1,Aprobado
421,19,113,2024-2,5.0,Aprobado
422,19,114,2024-2,4.7,Aprobado
423,19,115,2025-1,5.6,Aprobado
424,19,116,2025-1,5.2,Aprobado
425,19,117,2025-1,4.8,Aprobado
426,19,118,2025-1,6.2,Aprobado
427,19,119,2025-1,5.1,Aprobado
428,19,120,2025-2,5.8,Aprobado
429,19,121,2025-2,5.7,Aprobado
430,19,122,2025-2,5.8,Aprobado
431,19,123,2025-2,6.1,Aprobado
432,20,158,2024-1,3.6,Reprobado
433,20,159,2024-1,4.6,Aprobado
434,20,160,2024-1,4.9,Aprobado
435,20,161,2024-1,4.3,Aprobado
436,20,162,2024-2,4.3,Aprobado
437,20,163,2024-2,3.1,Reprobado
438,20,164,2024-2,4.0,Aprobado
439,20,165,2024-2,4.0,Aprobado
440,20,166,2024-2,4.9,Aprobado
441,20,167,2025-1,5.0,Aprobado
442,20,168,2025-1,3.5,Reprobado
443,20,169,2025-1,4.1,Aprobado
444,20,170,2025-1,4.5,Aprobado
445,20,171,2025-1,4.5,Aprobado
446,20,172,2025-1,4.5,Aprobado
447,21,48,2023-2,2.6,Reprobado
448,21,49,2023-2,4.0,Aprobado
449,21,50,2023-2,6.1,Aprobado
450,21,51,2023-2,4.7,Aprobado
451,21,52,2024-2,4.8,Aprobado
452,21,53,2024-2,4.9,Aprobado
453,21,54,2024-2,4.9,Aprobado
454,21,55,2024-2,7.5,Aprobado
455,21,56,2024-2,5.2,Aprobado
456,21,57,2024-2,5.0,Aprobado
457,22,232,2023-1,4.2,Aprobado
458,22,233,2023-1,4.4,Aprobado
459,22,234,2023-1,4.9,Aprobado
460,22,235,2023-1,4.5,Aprobado
461,22,236,2023-1,5.8,Aprobado
462,22,237,2023-2,5.0,Aprobado
463,22,238,2023-2,4.9,Aprobado
464,22,239,2023-2,5.6,Aprobado
465,22,240,2023-2,2.9,Reprobado
466,22,241,2023-2,4.9,Aprobado
467,22,242,2023-2,4.4,Aprobado
468,22,243,2024-1,4.6,Aprobado
469,22,244,2024-1,3.6,Reprobado
470,22,245,2024-1,4.7,Aprobado
471,22,246,2024-1,4.6,Aprobado
472,23,342,2023-1,5.3,Aprobado
473,23,343,2023-1,4.8,Aprobado
474,23,344,2023-1,6.1,Aprobado
475,23,345,2023-1,7.0,Aprobado
476,23,346,2023-1,5.3,Aprobado
477,23,347,2023-2,5.4,Aprobado
478,23,348,2023-2,5.6,Aprobado
479,23,349,2023-2,6.9,Aprobado
480,23,350,2023-2,6.7,Aprobado
481,23,351,2023-2,5.7,Aprobado
482,23,352,2023-2,5.2,Aprobado
483,23,353,2024-1,5.7,Aprobado
484,23,354,2024-1,6.2,Aprobado
485,23,355,2024-1,6.1,Aprobado
486,23,356,2024-1,7.5,Aprobado
487,23,357,2024-1,6.2,Aprobado
488,23,358,2024-2,6.3,Aprobado
489,23,359,2024-2,5.5,Aprobado
490,23,360,2024-2,6.2,Aprobado
491,23,361,2024-2,6.2,Aprobado
492,24,210,2024-1,4.5,Aprobado
493,24,211,2024-1,3.9,Reprobado
494,24,212,2024-1,3.7,Reprobado
495,24,213,2024-1,4.4,Aprobado
496,24,214,2024-1,4.8,Aprobado
497,24,215,2024-2,4.0,Aprobado
498,24,216,2024-2,4.3,Aprobado
499,24,217,2024-2,4.5,Aprobado
500,24,218,2024-2,4.4,Aprobado
501,24,219,2025-1,4.6,Aprobado
502,24,220,2025-1,5.0,Aprobado
503,24,221,2025-1,4.6,Aprobado
504,24,222,2025-1,3.8,Reprobado
505,24,223,2025-1,3.5,Reprobado
506,24,224,2025-2,4.4,Aprobado
507,24,225,2025-2,3.8,Reprobado
508,24,226,2025-2,3.4,Reprobado
509,24,227,2025-2,0.2,Reprobado
510,25,1,2023-1,3.9,Reprobado
511,25,2,2023-1,4.5,Aprobado
512,25,3,2023-1,5.7,Aprobado
513,25,4,2023-1,4.5,Aprobado
514,25,5,2023-1,4.3,Aprobado
515,25,6,2023-1,4.2,Aprobado
516,25,7,2023-2,4.2,Aprobado
517,25,8,2023-2,4.2,Aprobado
518,25,9,2023-2,4.7,Aprobado
519,25,10,2023-2,4.7,Aprobado
520,25,11,2024-1,4.1,Aprobado
521,25,12,2024-1,4.5,Aprobado
522,25,13,2024-1,3.9,Reprobado
523,25,14,2024-1,4.6,Aprobado
524,25,15,2024-2,5.0,Aprobado
525,25,16,2024-2,3.8,Reprobado
526,25,17,2024-2,4.1,Aprobado
527,25,18,2024-2,4.0,Aprobado
528,25,19,2025-1,4.3,Aprobado
529,25,20,2025-1,5.0,Aprobado
530,25,21,2025-1,4.0,Aprobado
531,25,22,2025-1,3.5,Reprobado
532,25,23,2025-2,4.6,Aprobado
533,25,24,2025-2,3.7,Reprobado
534,25,25,2025-2,4.1,Aprobado
535,25,26,2025-2,4.0,Aprobado
536,25,27,2025-2,5.0,Aprobado
537,25,28,2025-2,4.3,Aprobado
538,26,321,2023-1,4.6,Aprobado
539,26,322,2023-1,5.3,Aprobado
540,26,323,2023-1,5.3,Aprobado
541,26,324,2023-1,5.5,Aprobado
542,26,325,2023-1,5.3,Aprobado
543,26,326,2023-2,4.2,Aprobado
544,26,327,2023-2,5.9,Aprobado
545,26,328,2023-2,5.4,Aprobado
546,26,329,2023-2,4.3,Aprobado
547,26,330,2023-2,5.1,Aprobado
548,26,331,2024-1,6.2,Aprobado
549,26,332,2024-1,5.6,Aprobado
550,26,333,2024-1,5.3,Aprobado
551,26,334,2024-1,4.9,Aprobado
552,26,335,2024-1,5.4,Aprobado
553,26,336,2024-2,5.3,Aprobado
554,26,337,2024-2,4.5,Aprobado
555,26,338,2024-2,6.1,Aprobado
556,26,339,2024-2,5.0,Aprobado
557,26,340,2024-2,5.7,Aprobado
558,26,341,2024-2,5.4,Aprobado
559,26,342,2025-1,5.7,Aprobado
560,26,343,2025-1,7.5,Aprobado
561,26,344,2025-1,6.0,Aprobado
562,26,345,2025-1,5.7,Aprobado
563,26,346,2025-1,4.1,Aprobado
564,26,347,2025-2,5.1,Aprobado
565,26,348,2025-2,5.6,Aprobado
566,26,349,2025-2,5.0,Aprobado
567,26,350,2025-2,5.8,Aprobado
568,26,351,2025-2,5.5,Aprobado
569,26,352,2025-2,4.2,Aprobado
570,27,210,2023-2,5.1,Aprobado
571,27,211,2023-2,4.6,Aprobado
572,27,212,2023-2,5.8,Aprobado
573,27,213,2023-2,5.3,Aprobado
574,27,214,2023-2,7.0,Aprobado
575,27,215,2024-1,5.1,Aprobado
576,27,216,2024-1,5.7,Aprobado
577,27,217,2024-1,7.0,Aprobado
578,27,218,2024-1,5.9,Aprobado
579,27,219,2024-2,7.0,Aprobado
580,27,220,2024-2,5.1,Aprobado
581,27,221,2024-2,5.6,Aprobado
582,27,222,2024-2,5.3,Aprobado
583,27,223,2024-2,4.5,Aprobado
584,27,224,2025-1,5.6,Aprobado
585,27,225,2025-1,5.9,Aprobado
586,27,226,2025-1,5.0,Aprobado
587,27,227,2025-1,6.4,Aprobado
588,28,99,2023-1,4.3,Aprobado
589,28,100,2023-1,4.5,Aprobado
590,28,101,2023-1,4.2,Aprobado
591,28,102,2023-1,3.6,Reprobado
592,28,103,2023-2,4.9,Aprobado
593,28,104,2023-2,4.4,Aprobado
594,28,105,2023-2,4.7,Aprobado
595,28,106,2023-2,4.1,Aprobado
596,28,107,2024-1,3.6,Reprobado
597,28,108,2024-1,2.7,Reprobado
598,28,109,2024-1,2.9,Reprobado
599,28,110,2024-1,4.5,Aprobado
600,28,111,2024-2,4.6,Aprobado
601,28,112,2024-2,4.5,Aprobado
602,28,113,2024-2,4.5,Aprobado
603,28,114,2024-2,3.4,Reprobado
604,28,115,2025-1,3.6,Reprobado
605,28,116,2025-1,4.2,Aprobado
606,28,117,2025-1,3.8,Reprobado
607,28,118,2025-1,3.5,Reprobado
608,28,900194,2025-1,4.7,Aprobado
609,28,120,2025-2,4.0,Aprobado
610,28,121,2025-2,3.4,Reprobado
611,28,122,2025-2,3.6,Reprobado
612,28,123,2025-2,4.1,Aprobado
613,29,95,2024-2,4.9,Aprobado
614,29,96,2024-2,5.0,Aprobado
615,29,97,2024-2,5.1,Aprobado
616,29,98,2024-2,4.7,Aprobado
617,29,99,2025-1,4.1,Aprobado
618,29,100,2025-1,5.2,Aprobado
619,29,101,2025-1,5.4,Aprobado
620,29,102,2025-1,4.4,Aprobado
621,29,103,2025-2,5.2,Aprobado
622,29,104,2025-2,4.6,Aprobado
623,29,105,2025-2,6.2,Aprobado
624,29,106,2025-2,6.2,Aprobado
625,30,237,2023-1,5.6,Aprobado
626,30,238,2023-1,3.9,Reprobado
627,30,239,2023-1,4.6,Aprobado
628,30,240,2023-1,4.7,Aprobado
629,30,241,2023-1,3.7,Reprobado
630,30,242,2023-1,5.0,Aprobado
631,30,243,2023-2,4.5,Aprobado
632,30,244,2023-2,4.7,Aprobado
633,30,245,2023-2,3.9,Reprobado
634,30,246,2023-2,3.8,Reprobado
635,30,247,2024-1,4.5,Aprobado
636,30,248,2024-1,4.3,Aprobado
637,30,249,2024-1,4.5,Aprobado
638,30,250,2024-1,4.6,Aprobado
639,30,251,2024-1,5.1,Aprobado
640,30,252,2024-2,4.0,Aprobado
641,30,253,2024-2,4.8,Aprobado
642,30,254,2024-2,4.6,Aprobado
643,30,255,2024-2,5.2,Aprobado
644,30,256,2024-2,4.6,Aprobado
645,30,257,2025-1,3.8,Reprobado
646,30,258,2025-1,4.3,Aprobado
647,30,259,2025-1,4.3,Aprobado
648,30,260,2025-1,4.1,Aprobado
649,30,261,2025-1,4.0,Aprobado
650,30,262,2025-2,4.0,Aprobado
651,30,958951,2025-2,4.3,Aprobado
652,30,264,2025-2,4.2,Aprobado
653,30,265,2025-2,4.7,Aprobado
654,31,48,2024-2,2.5,Reprobado
655,31,49,2024-2,2.8,Reprobado
656,31,50,2024-2,2.6,Reprobado
657,31,51,2024-2,2.7,Reprobado
658,33,48,2025-2,4.4,Aprobado
659,33,49,2025-2,4.8,Aprobado
660,33,50,2025-2,5.9,Aprobado
661,33,51,2025-2,4.5,Aprobado
662,34,285,2023-1,4.5,Aprobado
