id_asistencia,id_estudiante,id_asignatura,periodo,porcentaje_asistencia
322,15,282,2023-1,94
323,15,283,2023-1,75
324,15,284,2023-1,89
325,15,285,2023-2,81
326,15,286,2023-2,74
327,15,287,2023-2,88
328,15,288,2023-2,87
329,15,289,2023-2,84
330,15,290,2024-1,93
331,15,291,2024-1,92
332,15,292,2024-1,85
333,15,293,2024-1,87
334,15,294,2024-1,87
335,15,295,2024-2,94
336,15,296,2024-2,79
337,15,297,2024-2,93
338,15,298,2024-2,100
339,15,299,2024-2,89
340,15,300,2025-1,91
341,15,301,2025-1,99
342,15,302,2025-1,96
343,15,303,2025-1,91
344,15,304,2025-1,90
345,15,305,2025-1,79
346,15,306,2025-2,74
347,15,307,2025-2,83
348,15,308,2025-2,89
349,15,309,2025-2,96
350,15,310,2025-2,88
351,16,162,2023-1,69
352,16,163,2023-1,70
353,16,164,2023-1,52
354,16,165,2023-1,61
355,16,166,2023-1,53
356,16,167,2023-2,50
357,16,168,2023-2,67
358,16,169,2023-2,56
359,16,170,2023-2,64
360,16,171,2023-2,70
361,16,172,2023-2,66
362,16,173,2024-1,56
363,16,174,2024-1,59
364,16,175,2024-1,72
365,16,176,2024-1,58
366,16,177,2024-1,64
367,16,178,2024-1,61
368,16,179,2024-2,62
369,16,180,2024-2,64
370,16,181,2024-2,63
371,16,182,2024-2,59
372,16,183,2024-2,67
373,16,184,2025-1,52
374,16,185,2025-1,58
375,16,186,2025-1,63
376,16,187,2025-1,62
377,16,188,2025-1,61
378,16,189,2025-2,65
379,16,190,2025-2,51
380,16,191,2025-2,78
381,16,192,2025-2,58
382,17,29,2023-1,83
383,17,30,2023-1,74
384,17,31,2023-1,82
385,17,32,2023-1,77
386,17,33,2023-2,92
387,17,34,2023-2,74
388,17,35,2023-2,69
389,17,36,2023-2,70
390,17,37,2023-2,69
391,17,38,2023-2,77
392,17,39,2024-1,63
393,17,40,2024-1,83
394,17,41,2024-1,71
395,17,42,2024-1,89
396,17,43,2024-1,73
397,17,44,2025-1,84
398,17,45,2025-1,75
399,17,46,2025-1,69
400,17,47,2025-1,71
401,18,1,2025-2,100
402,18,2,2025-2,68
403,18,3,2025-2,77
404,18,4,2025-2,78
405,18,5,2025-2,83
406,18,6,2025-2,80
407,19,99,2023-1,83
408,19,100,2023-1,100
409,19,101,2023-1,91
410,19,102,2023-1,76
411,19,103,2023-2,89
412,19,104,2023-2,64
413,19,105,2023-2,93
414,19,106,2023-2,87
415,19,107,2024-1,91
416,19,108,2024-1,91
417,19,109,2024-1,98
418,19,110,2024-1,79
419,19,111,2024-2,94
420,19,112,2024-2,79
421,982081,113,2024-2,73
422,19,114,2024-2,75
423,19,115,2025-1,88
424,19,116,2025-1,81
425,19,117,2025-1,86
426,19,118,2025-1,93
427,19,119,2025-1,80
428,19,120,2025-2,95
429,19,121,2025-2,90
430,19,122,2025-2,98
431,19,123,2025-2,90
432,20,158,2024-1,60
433,20,159,2024-1,71
434,20,160,2024-1,55
435,20,161,2024-1,73
436,20,162,2024-2,63
437,20,163,2024-2,69
438,20,164,2024-2,82
439,20,165,2024-2,65
440,20,166,2024-2,81
441,20,167,2025-1,78
442,20,168,2025-1,57
443,20,169,2025-1,64
444,20,170,2025-1,68
445,20,171,2025-1,69
446,20,172,2025-1,60
447,21,48,2023-2,71
448,21,49,2023-2,77
449,21,50,2023-2,79
450,21,51,2023-2,92
451,21,52,2024-2,69
452,21,53,2024-2,73
453,21,54,2024-2,71
454,21,55,2024-2,69
455,21,56,2024-2,71
456,21,57,2024-2,66
457,22,232,2023-1,67
458,22,233,2023-1,83
459,22,234,2023-1,67
460,22,235,2023-1,68
461,22,236,2023-1,77
462,22,237,2023-2,75
463,22,238,2023-2,81
464,22,239,2023-2,80
465,22,240,2023-2,72
466,22,241,2023-2,68
467,22,242,2023-2,75
468,22,963709,2024-1,84
469,22,244,2024-1,58
470,22,245,2024-1,78
471,22,246,2024-1,87
472,23,342,2023-1,96
473,23,343,2023-1,95
474,23,344,2023-1,96
475,23,345,2023-1,98
476,23,346,2023-1,100
477,23,347,2023-2,83
478,23,348,2023-2,100
479,23,349,2023-2,92
480,23,350,2023-2,97
481,23,351,2023-2,91
482,23,352,2023-2,96
483,23,353,2024-1,100
484,23,354,2024-1,100
485,23,355,2024-1,100
486,23,356,2024-1,100
487,23,357,2024-1,100
488,23,358,2024-2,88
489,23,359,2024-2,97
490,23,360,2024-2,100
491,23,361,2024-2,100
492,24,210,2024-1,71
493,24,211,2024-1,81
494,24,212,2024-1,66
495,24,213,2024-1,58
496,24,214,2024-1,82
497,24,215,2024-2,62
498,24,216,2024-2,74
499,24,217,2024-2,81
500,24,218,2024-2,67
501,24,219,2025-1,73
502,24,220,2025-1,59
503,24,221,2025-1,68
504,24,222,2025-1,74
505,24,223,2025-1,70
506,24,224,2025-2,73
507,24,225,2025-2,72
508,24,226,2025-2,63
509,24,227,2025-2,64
510,25,1,2023-1,110
511,25,2,2023-1,75
512,25,3,2023-1,84
513,25,4,2023-1,83
514,25,5,2023-1,70
515,25,6,2023-1,60
516,25,7,2023-2,72
517,25,8,2023-2,79
518,25,9,2023-2,70
519,25,10,2023-2,67
520,25,11,2024-1,79
521,25,12,2024-1,77
522,25,13,2024-1,69
523,25,14,2024-1,78
524,25,15,2024-2,70
525,25,16,2024-2,72
526,25,17,2024-2,76
527,25,18,2024-2,60
528,25,19,2025-1,69
529,25,20,2025-1,66
530,25,21,2025-1,68
531,25,22,2025-1,77
532,25,23,2025-2,62
533,25,24,2025-2,70
534,25,25,2025-2,79
535,25,26,2025-2,72
536,25,27,2025-2,76
537,25,28,2025-2,59
538,26,321,2023-1,91
539,26,322,2023-1,75
540,26,323,2023-1,92
541,26,324,2023-1,87
542,26,325,2023-1,77
543,26,326,2023-2,91
544,26,327,2023-2,87
545,26,328,2023-2,91
546,26,329,2023-2,77
547,26,330,2023-2,76
548,26,331,2024-1,82
549,26,332,2024-1,91
550,26,333,2024-1,88
551,26,334,2024-1,82
552,26,335,2024-1,86
553,26,336,2024-2,84
554,26,337,2024-2,79
555,26,338,2024-2,94
556,26,339,2024-2,94
557,26,340,2024-2,90
558,26,341,2024-2,81
559,26,342,2025-1,80
560,26,343,2025-1,87
561,26,344,2025-1,89
562,26,345,2025-1,86
563,26,346,2025-1,84
564,26,347,2025-2,83
565,26,348,2025-2,83
566,26,349,2025-2,81
567,26,350,2025-2,91
568,26,351,2025-2,81
569,26,352,2025-2,79
570,27,210,2023-2,72
571,27,211,2023-2,100
572,27,212,2023-2,87
573,27,213,2023-2,77
574,27,214,2023-2,100
575,27,215,2024-1,97
576,27,216,2024-1,87
577,27,217,2024-1,97
578,27,218,2024-1,100
579,27,219,2024-2,92
580,27,220,2024-2,100
581,27,221,2024-2,93
582,27,222,2024-2,75
583,27,223,2024-2,100
584,27,224,2025-1,95
585,27,225,2025-1,99
586,27,226,2025-1,84
587,27,227,2025-1,88
588,28,99,2023-1,69
589,28,100,2023-1,69
590,28,101,2023-1,56
591,28,102,2023-1,61
592,28,103,2023-2,59
593,28,104,2023-2,60
594,28,105,2023-2,-5
595,28,106,2023-2,58
596,28,107,2024-1,60
597,28,108,2024-1,57
598,28,109,2024-1,45
599,28,110,2024-1,67
600,28,111,2024-2,49
601,28,112,2024-2,67
602,28,113,2024-2,57
603,28,114,2024-2,66
604,28,115,2025-1,59
605,28,116,2025-1,46
606,28,117,2025-1,75
607,28,118,2025-1,67
608,28,119,2025-1,60
609,28,120,2025-2,55
610,28,121,2025-2,44
611,28,122,2025-2,44
612,28,123,2025-2,66
613,29,95,2024-2,77
614,29,96,2024-2,81
615,29,97,2024-2,59
616,29,98,2024-2,72
617,29,99,2025-1,71
618,29,100,2025-1,65
619,29,101,2025-1,77
620,29,102,2025-1,75
621,29,103,2025-2,74
622,29,104,2025-2,62
623,29,105,2025-2,82
624,29,106,2025-2,80
625,30,237,2023-1,71
626,30,238,2023-1,86
627,30,239,2023-1,72
628,30,240,2023-1,67
629,30,241,2023-1,70
630,30,242,2023-1,70
631,30,243,2023-2,71
632,30,244,2023-2,68
633,30,245,2023-2,60
634,30,246,2023-2,69
635,30,247,2024-1,63
636,30,248,2024-1,71
637,30,249,2024-1,65
638,30,250,2024-1,65
639,30,251,2024-1,79
640,30,252,2024-2,78
641,30,253,2024-2,76
642,30,254,2024-2,62
643,30,255,2024-2,62
644,30,256,2024-2,67
645,30,257,2025-1,70
646,30,258,2025-1,55
647,30,259,2025-1,82
648,30,260,2025-1,57
649,30,261,2025-1,62
650,30,262,2025-2,75
651,30,263,2025-2,63
652,30,264,2025-2,75
653,30,265,2025-2,71
654,31,48,2024-2,45
655,31,49,2024-2,53
656,31,50,2024-2,38
657,31,51,2024-2,37
658,33,48,2025-2,76
659,33,49,2025-2,89
660,33,50,2025-2,90
661,33,51,2025-2,71
662,34,285,2023-1,86
663,34,286,2023-1,81
664,34,287,2023-1,64
665,34,288,2023-1,71
666,34,289,2023-1,78
667,34,290,2023-2,72
668,34,291,2023-2,83
669,34,292,2023-2,89
670,34,293,2023-2,73
671,34,294,2023-2,80
672,34,295,2024-1,70
673,34,296,2024-1,87
674,34,297,2024-1,62
675,34,298,2024-1,80
676,34,299,2024-1,67
677,34,300,2024-2,79
678,34,301,2024-2,73
679,34,302,2024-2,58
680,34,303,2024-2,89
681,34,304,2024-2,66
682,34,305,2024-2,83
683,34,306,2025-1,75
684,34,307,2025-1,77
685,34,308,2025-1,97
686,34,309,2025-1,88
687,34,310,2025-1,89
688,34,311,2025-2,78
689,34,312,2025-2,75
690,34,313,2025-2,84
691,34,314,2025-2,83
692,34,315,2025-2,59
693,34,316,2025-2,80
694,35,158,2023-1,66
695,35,159,2023-1,87
696,35,160,2023-1,82
697,35,161,2023-1,100
698,35,162,2023-2,99
699,35,163,2023-2,79
700,35,164,2023-2,89
701,35,165,2023-2,84
702,35,166,2023-2,87
703,35,167,2024-1,84
704,35,168,2024-1,98
705,35,169,2024-1,90
706,35,170,2024-1,85
707,35,171,2024-1,91
708,35,172,2024-1,93
709,35,173,2024-2,81
710,35,174,2024-2,82
711,35,175,2024-2,83
712,35,176,2024-2,72
713,35,177,2024-2,80
714,35,178,2024-2,88
715,35,179,2025-1,95
716,35,180,2025-1,90
717,35,181,2025-1,79
718,35,182,2025-1,92
719,35,183,2025-1,94
720,35,184,2025-2,73
721,35,185,2025-2,89
722,35,186,2025-2,83
723,35,187,2025-2,77
724,35,188,2025-2,69
725,36,279,2023-1,69
726,36,280,2023-1,88
727,36,281,2023-1,87
728,36,282,2023-1,73
729,36,283,2023-1,64
730,36,284,2023-1,89
731,36,285,2023-2,63
732,36,286,2023-2,82
733,36,287,2023-2,70
734,36,288,2023-2,80
735,36,289,2023-2,76
736,36,290,2024-1,75
737,36,291,2024-1,72
738,36,292,2024-1,66
739,36,293,2024-1,72
740,36,294,2024-1,89
741,36,295,2024-2,74
742,36,296,2024-2,78
743,36,297,2024-2,70
744,36,298,2024-2,87
745,36,299,2024-2,72
746,36,300,2025-1,82
747,36,301,2025-1,76
748,36,302,2025-1,70
749,36,303,2025-1,75
750,36,304,2025-1,72
751,36,305,2025-1,75
752,36,306,2025-2,75
753,36,307,2025-2,85
754,36,308,2025-2,68
755,36,309,2025-2,70
756,36,310,2025-2,77
757,37,48,2024-1,61
758,37,49,2024-1,36
759,37,50,2024-1,58
760,37,51,2024-1,68
761,37,52,2024-2,67
762,37,53,2024-2,52
763,37,54,2024-2,49
764,37,55,2024-2,63
765,37,56,2024-2,65
766,37,57,2024-2,62
767,37,58,2025-1,55
768,37,59,2025-1,71
769,37,60,2025-1,58
770,37,61,2025-1,59
771,37,62,2025-1,76
772,37,63,2025-1,61
773,37,64,2025-2,80
774,37,65,2025-2,65
775,37,965787,2025-2,69
776,37,67,2025-2,56
777,37,68,2025-2,64
778,37,69,2025-2,58
779,38,95,2023-1,51
780,38,96,2023-1,62
781,38,97,2023-1,48
782,38,98,2023-1,50
783,38,99,2023-2,47
784,38,100,2023-2,57
785,38,101,2023-2,60
786,38,102,2023-2,52
787,38,103,2024-1,46
788,38,104,2024-1,49
789,38,105,2024-1,64
790,38,106,2024-1,53
791,38,107,2024-2,56
792,38,108,2024-2,57
793,38,109,2024-2,53
794,38,110,2024-2,53
795,38,111,2025-1,50
796,38,112,2025-1,58
797,38,113,2025-1,56
798,38,114,2025-1,65
799,38,115,2025-2,40
800,38,116,2025-2,55
801,38,117,2025-2,65
802,38,118,2025-2,62
803,38,119,2025-2,55
804,39,266,2025-1,48
805,39,267,2025-1,46
806,39,268,2025-1,62
807,39,269,2025-1,54
808,39,270,2025-1,65
809,39,271,2025-2,52
810,39,272,2025-2,63
811,39,273,2025-2,64
812,39,274,2025-2,49
813,40,317,2024-1,66
814,40,318,2024-1,81
815,40,319,2024-1,110
816,40,320,2024-1,75
817,40,321,2024-2,64
818,40,322,2024-2,72
819,40,323,2024-2,66
820,40,324,2024-2,58
821,40,325,2024-2,52
822,40,326,2025-2,77
823,40,327,2025-2,73
824,40,328,2025-2,68
825,40,329,2025-2,76
826,40,330,2025-2,59
827,41,103,2023-1,91
828,41,104,2023-1,94
829,41,105,2023-1,75
830,41,106,2023-1,89
831,41,107,2023-2,98
832,41,108,2023-2,93
833,41,109,2023-2,95
834,41,110,2023-2,78
835,41,111,2024-1,92
836,41,112,2024-1,86
837,41,113,2024-1,99
838,41,114,2024-1,98
839,41,115,2024-2,93
840,41,116,2024-2,89
841,41,117,2024-2,100
842,41,118,2024-2,75
843,926948,119,2024-2,86
844,41,120,2025-1,99
845,41,121,2025-1,81
846,41,122,2025-1,97
847,41,123,2025-1,87
848,41,124,2025-2,100
849,41,125,2025-2,100
850,41,126,2025-2,92
851,41,127,2025-2,94
852,41,128,2025-2,85
853,41,129,2025-2,80
854,42,266,2024-1,100
855,42,267,2024-1,100
856,42,268,2024-1,90
857,42,269,2024-1,100
858,42,270,2024-1,99
859,42,271,2024-2,100
860,42,272,2024-2,100
861,42,273,2024-2,100
862,42,274,2024-2,83
863,42,275,2025-1,100
864,42,276,2025-1,100
865,42,277,2025-1,100
866,42,278,2025-1,100
867,42,279,2025-2,100
868,42,280,2025-2,100
869,42,281,2025-2,99
870,42,282,2025-2,100
871,42,283,2025-2,100
872,42,284,2025-2,98
873,43,266,2024-1,86
874,43,267,2024-1,79
875,43,268,2024-1,82
876,43,269,2024-1,68
877,43,270,2024-1,77
878,43,271,2024-2,74
879,43,272,2024-2,62
880,43,273,2024-2,72
881,43,274,2024-2,75
882,43,275,2025-1,67
883,43,276,2025-1,65
884,43,277,2025-1,76
885,43,278,2025-1,58
886,43,279,2025-2,66
887,43,280,2025-2,71
888,43,281,2025-2,61
889,43,282,2025-2,77
890,43,283,2025-2,69
891,43,284,2025-2,-10
892,44,224,2023-1,80
893,44,989089,2023-1,75
894,44,226,2023-1,68
895,44,227,2023-1,82
896,44,228,2023-2,87
897,44,229,2023-2,75
898,44,230,2023-2,78
899,44,231,2023-2,85
900,44,232,2024-1,67
901,44,233,2024-1,83
902,44,234,2024-1,83
903,44,235,2024-1,89
904,44,236,2024-1,75
905,44,237,2024-2,83
906,44,238,2024-2,69
907,44,239,2024-2,87
908,44,240,2024-2,76
909,44,241,2024-2,65
910,44,242,2024-2,85
911,44,243,2025-1,80
912,44,244,2025-1,78
913,44,245,2025-1,84
914,44,246,2025-1,79
915,44,247,2025-2,75
916,44,248,2025-2,84
917,44,249,2025-2,84
918,44,250,2025-2,59
919,44,251,2025-2,95
920,45,210,2023-2,39
921,45,211,2023-2,64
922,45,212,2023-2,68
923,45,213,2023-2,72
924,45,214,2023-2,58
925,45,215,2024-1,62
926,45,216,2024-1,56
927,45,217,2024-1,79
928,45,218,2024-1,61
929,45,219,2024-2,68
930,45,220,2024-2,83
931,45,221,2024-2,69
932,45,222,2024-2,64
933,45,223,2024-2,65
934,45,224,2025-1,67
935,45,225,2025-1,67
936,45,226,2025-1,72
937,45,227,2025-1,63
938,45,228,2025-2,74
939,45,229,2025-2,65
940,45,230,2025-2,70
941,45,231,2025-2,65
942,979976,228,2023-1,74
943,46,229,2023-1,75
944,46,230,2023-1,76
945,46,231,2023-1,78
946,46,232,2023-2,73
947,46,233,2023-2,70
948,46,234,2023-2,65
949,46,235,2023-2,54
950,46,236,2023-2,64
951,46,237,2024-1,76
952,46,238,2024-1,70
953,46,239,2024-1,79
954,46,240,2024-1,70
955,46,241,2024-1,88
956,46,242,2024-1,77
957,46,243,2024-2,75
958,46,244,2024-2,72
959,46,245,2024-2,79
960,46,246,2024-2,73
961,46,247,2025-1,71
962,46,248,2025-1,76
963,46,249,2025-1,69
964,46,250,2025-1,67
965,46,251,2025-1,75
966,46,252,2025-2,71
967,46,253,2025-2,89
968,46,254,2025-2,96
969,46,255,2025-2,74
970,46,256,2025-2,68
971,48,215,2023-1,64
972,48,216,2023-1,62
973,48,217,2023-1,61
974,48,218,2023-1,49
975,48,219,2024-1,60
976,48,220,2024-1,52
977,48,221,2024-1,40
978,48,222,2024-1,46
979,48,223,2024-1,57
980,48,224,2024-2,63
981,48,225,2024-2,54
982,48,226,2024-2,60
983,48,227,2024-2,65
984,48,228,2025-1,42
985,48,229,2025-1,69
986,48,230,2025-1,40
987,48,231,2025-1,62
988,49,266,2024-1,70
989,49,267,2024-1,66
990,49,268,2024-1,66
991,49,269,2024-1,58
992,49,270,2024-1,51
993,50,11,2023-1,88
994,50,12,2023-1,99
995,50,13,2023-1,92
996,50,14,2023-1,87
997,50,15,2023-2,97
998,50,16,2023-2,100
999,50,17,2023-2,100
1000,50,18,2023-2,85
1001,50,19,2024-1,86
1002,50,20,2024-1,100
1003,50,21,2024-1,92
1004,50,22,2024-1,100
1005,50,23,2024-2,98
1006,50,948543,2024-2,100
1007,50,25,2024-2,100
1008,50,26,2024-2,75
1009,50,27,2024-2,93
1010,50,28,2024-2,85
1011,50,29,2025-2,100
1012,50,30,2025-2,93
1013,50,31,2025-2,96
1014,50,32,2025-2,87
1015,51,19,2023-1,81
1016,51,20,2023-1,98
1017,51,21,2023-1,100
1018,51,22,2023-1,78
1019,51,23,2024-1,80
1020,51,24,2024-1,84
1021,51,25,2024-1,90
1022,51,26,2024-1,84
1023,51,27,2024-1,75
1024,51,28,2024-1,86
1025,51,29,2024-2,76
1026,51,30,2024-2,85
1027,51,31,2024-2,100
1028,51,32,2024-2,84
1029,51,33,2025-1,91
1030,51,34,2025-1,88
1031,51,35,2025-1,83
1032,51,36,2025-1,79
1033,51,37,2025-1,87
1034,51,38,2025-1,100
1035,51,39,2025-2,92
1036,51,40,2025-2,89
1037,51,41,2025-2,80
1038,51,42,2025-2,90
1039,51,43,2025-2,92
1040,52,317,2023-2,100
1041,52,318,2023-2,83
1042,52,319,2023-2,97
1043,52,320,2023-2,79
1044,52,321,2024-1,85
1045,52,322,2024-1,150
1046,52,323,2024-1,87
1047,52,324,2024-1,88
1048,52,325,2024-1,94
1049,52,326,2024-2,100
1050,52,327,2024-2,100
1051,52,328,2024-2,98
1052,52,329,2024-2,90
1053,999871,330,2024-2,89
1054,52,331,2025-1,92
1055,52,332,2025-1,97
1056,52,333,2025-1,78
1057,52,334,2025-1,89
1058,52,335,2025-1,87
1059,52,336,2025-2,88
1060,52,337,2025-2,93
1061,52,338,2025-2,84
1062,52,339,2025-2,87
1063,52,340,2025-2,90
1064,52,341,2025-2,99
1065,53,103,2023-1,74
